path,NAME,BRK_A3,CONTINENT,SUBREGION,REGION_WB
Sweden,SWE,Europe,Northern Europe,Europe & Central Asia,M 334.29 33.36 336.69 34.6 338.32 34.99 339.51 36.94 339.2 37.53 339.9 38.29 339.31 39.12 340.17 40.48 337.17 40.62 335.21 42.67 335.73 43.44 334.09 44.92 332.05 45.76 330.0 47.64 328.84 48.06 329.21 48.5 328.42 49.76 328.66 51.84 329.87 52.24 331.3 53.24 331.36 53.83 330.39 54.67 330.58 55.22 328.42 56.36 327.66 56.43 327.97 57.36 327.37 58.06 327.75 58.99 327.19 60.57 326.35 62.06 324.42 61.93 323.6 62.86 323.88 63.31 322.25 63.71 321.61 63.59 320.96 62.0 321.5 61.04 320.57 60.23 319.44 58.09 319.74 57.38 318.66 57.0 319.01 55.62 319.64 55.05 319.41 54.37 320.8 53.13 320.94 52.25 320.38 51.21 321.08 51.08 321.41 50.35 320.22 49.57 320.48 48.44 320.1 47.66 320.32 46.74 319.94 46.1 321.08 44.62 322.0 44.32 323.17 44.5 323.47 43.54 322.68 43.23 324.13 41.6 324.17 39.81 325.74 39.48 325.65 39.0 327.29 37.76 326.81 36.94 328.8 35.42 330.2 35.3 330.21 34.47 333.14 34.88 334.29 33.36 Z,M 331.65 58.12 331.11 59.5 330.09 59.46 330.69 58.26 331.65 58.12 Z
Finland,FIN,Europe,Northern Europe,Europe & Central Asia,M 348.14 33.38 347.29 34.51 347.65 35.2 348.71 35.47 349.89 36.35 348.36 38.23 349.71 39.85 350.06 40.73 349.38 40.91 349.19 42.32 350.72 44.54 349.84 45.1 351.91 46.3 352.48 46.95 351.91 47.87 348.55 50.63 346.23 52.16 343.38 52.45 342.79 52.84 338.63 53.62 337.62 52.56 335.69 52.04 335.47 51.16 335.95 49.96 335.31 48.99 335.48 48.17 335.1 47.22 335.94 46.29 337.2 46.03 337.4 45.36 339.24 44.46 341.19 42.6 342.3 42.38 342.15 41.23 340.17 40.48 339.31 39.12 339.9 38.29 339.2 37.53 339.51 36.94 338.32 34.99 336.69 34.6 334.29 33.36 336.01 32.86 337.57 34.05 338.57 34.29 339.78 33.85 341.76 34.24 342.65 33.7 343.28 31.89 344.06 31.4 346.33 31.06 348.79 32.41 348.14 33.38 Z
Luxembourg,LUX,Europe,Western Europe,Europe & Central Asia,M 310.17 75.29 310.81 76.01 310.55 76.76 309.63 76.58 309.5 75.82 310.17 75.29 Z
Belgium,BEL,Europe,Western Europe,Europe & Central Asia,M 304.19 73.14 305.57 72.51 306.53 72.88 307.02 72.52 307.08 72.52 307.87 72.26 308.67 72.77 309.71 73.03 309.97 73.89 310.54 74.74 310.17 75.29 309.5 75.82 309.63 76.58 308.98 76.44 307.96 75.61 307.37 75.71 306.69 74.81 304.63 73.95 304.19 73.14 Z
Macedonia,MKD,Europe,Southern Europe,Europe & Central Asia,M 334.19 93.57 335.08 92.85 335.85 92.74 337.15 92.59 337.98 93.26 338.25 93.92 338.1 94.76 337.78 95.14 336.42 95.29 335.88 95.8 334.85 95.84 334.42 95.65 334.04 94.8 334.19 93.57 Z
Albania,ALB,Europe,Southern Europe,Europe & Central Asia,M 334.19 93.57 334.04 94.8 334.42 95.65 334.85 95.84 334.97 96.3 334.31 97.52 333.25 98.4 333.01 97.61 332.38 97.25 332.1 96.29 332.45 94.94 332.19 93.62 332.04 92.89 332.59 91.99 333.36 92.08 334.08 92.82 334.19 93.57 Z
Kosovo,KOS,Europe,Southern Europe,Europe & Central Asia,M 333.36 92.08 333.82 91.45 334.64 90.69 335.54 91.64 336.14 91.78 335.85 92.74 335.08 92.85 334.19 93.57 334.08 92.82 333.36 92.08 Z
Spain,ESP,Europe,Southern Europe,Europe & Central Asia,M 297.02 90.22 297.88 90.97 299.49 91.44 299.94 91.77 302.38 91.97 302.84 92.17 303.41 92.51 305.29 92.33 305.24 93.63 303.82 94.47 303.43 94.9 301.65 95.42 299.46 98.79 299.65 99.76 300.39 100.48 299.45 101.11 298.99 101.76 298.46 103.14 297.8 103.13 297.22 103.57 296.56 104.87 295.72 104.79 294.32 105.05 292.63 105.01 292.15 105.5 291.38 105.68 291.12 106.28 291.09 106.28 290.67 106.57 289.96 106.17 289.19 104.46 288.31 103.92 287.67 103.94 287.48 103.11 287.92 102.27 288.32 102.11 287.77 101.17 288.08 99.69 287.84 98.92 288.56 97.7 288.67 95.39 289.68 94.24 289.1 94.01 288.93 93.44 288.12 93.32 286.62 93.7 286.33 92.95 285.45 93.36 285.33 92.03 284.92 91.97 284.68 90.73 285.86 90.34 286.6 89.5 287.98 89.81 290.98 89.83 292.13 90.15 293.04 90.17 294.09 89.93 294.83 90.29 295.42 90.07 296.06 90.37 297.02 90.22 Z,M 272.69 123.99 272.28 124.33 271.88 123.54 272.56 123.38 272.69 123.99 Z,M 305.58 98.2 305.09 99.34 303.92 98.58 304.88 97.91 305.58 98.2 Z
Denmark,DNK,Europe,Northern Europe,Europe & Central Asia,M 314.4 64.7 314.33 63.5 313.78 63.18 313.5 61.03 314.3 61.14 315.15 59.95 316.57 58.73 317.34 58.77 317.52 59.51 317.07 60.24 317.25 61.8 317.03 62.44 315.94 63.52 315.69 64.89 314.4 64.7 Z,M 317.73 64.33 316.43 63.91 317.14 63.1 318.0 63.79 317.73 64.33 Z,M 320.02 64.71 319.37 64.07 318.7 64.0 318.41 62.97 320.36 61.97 320.95 62.9 320.36 63.26 320.6 63.91 320.02 64.71 Z
Romania,ROU,Europe,Eastern Europe,Europe & Central Asia,M 338.03 80.11 338.84 80.0 340.83 80.12 341.39 80.63 342.0 80.21 343.51 80.0 344.25 79.41 344.97 79.72 345.34 80.62 346.61 82.17 346.96 83.47 346.69 84.42 346.88 85.62 347.73 86.14 348.75 85.66 349.31 86.16 349.23 86.97 347.86 87.29 347.51 89.43 346.44 88.93 345.53 88.82 344.93 88.46 343.48 88.83 342.86 89.45 342.16 89.62 340.73 89.3 340.16 89.4 338.78 89.11 338.1 89.22 337.72 88.35 337.11 87.34 336.0 87.33 335.53 86.94 335.73 86.32 334.51 85.55 334.44 85.01 333.65 84.18 335.19 83.72 335.96 82.16 337.01 80.62 338.03 80.11 Z
Hungary,HUN,Europe,Eastern Europe,Europe & Central Asia,M 338.03 80.11 337.01 80.62 335.96 82.16 335.19 83.72 333.65 84.18 332.5 84.06 331.42 84.57 330.61 84.99 328.84 84.52 327.99 83.58 327.46 83.31 326.76 82.51 327.33 82.14 327.31 81.43 328.51 79.98 329.64 80.54 331.2 80.38 331.32 79.9 333.06 79.7 334.05 78.82 335.62 78.74 336.12 79.23 336.8 79.09 338.03 80.11 Z
Slovakia,SVK,Europe,Eastern Europe,Europe & Central Asia,M 337.47 77.61 336.8 79.09 336.12 79.23 335.62 78.74 334.05 78.82 333.06 79.7 331.32 79.9 331.2 80.38 329.64 80.54 328.51 79.98 328.0 79.18 328.17 78.65 330.1 77.57 330.82 76.7 331.31 76.64 332.32 76.44 332.84 77.29 333.8 76.9 334.82 77.12 335.37 76.78 336.28 76.94 337.47 77.61 Z
Poland,POL,Europe,Eastern Europe,Europe & Central Asia,M 331.31 76.64 330.85 75.76 329.66 75.61 328.57 74.72 327.77 75.35 327.16 74.73 327.15 74.13 324.62 73.65 324.97 72.74 324.25 71.56 324.54 70.95 324.35 69.84 323.63 69.31 323.96 68.3 323.71 67.35 323.61 66.96 323.62 66.83 326.97 66.08 327.55 65.45 329.73 64.86 330.64 64.96 330.9 65.73 331.59 65.92 332.6 65.68 334.8 65.81 337.85 65.9 338.96 66.31 339.04 66.82 339.72 68.57 339.68 69.64 338.51 70.48 339.3 70.94 339.25 72.19 340.08 74.36 338.41 75.65 337.64 76.6 337.47 77.61 336.28 76.94 335.37 76.78 334.82 77.12 333.8 76.9 332.84 77.29 332.32 76.44 331.31 76.64 Z
Ireland,IRL,Europe,Northern Europe,Europe & Central Asia,M 287.95 64.32 287.45 65.02 286.44 65.72 286.97 66.24 287.85 66.43 288.28 65.78 289.58 66.47 290.03 68.98 289.41 70.72 287.64 70.84 285.8 71.9 284.86 72.12 283.76 72.03 282.98 71.45 282.92 70.53 283.65 70.56 284.58 68.58 283.33 68.05 283.73 65.94 285.89 66.05 285.71 65.32 286.26 64.12 287.81 63.65 287.95 64.32 Z
United Kingdom,GBR,Europe,Northern Europe,Europe & Central Asia,M 287.95 64.32 289.23 63.92 290.8 65.23 290.67 66.12 289.58 66.47 288.28 65.78 287.85 66.43 286.97 66.24 286.44 65.72 287.45 65.02 287.95 64.32 Z,M 295.57 71.97 294.12 72.46 292.28 71.72 291.79 72.02 291.21 71.31 293.02 70.5 293.26 69.92 293.1 68.4 294.92 67.94 294.98 66.84 293.41 64.98 291.92 64.77 291.4 64.45 292.32 63.37 291.72 62.54 290.72 62.79 290.58 61.15 290.02 60.88 290.69 59.42 290.35 58.17 291.2 57.87 291.71 56.43 292.71 56.66 294.67 56.36 294.65 57.14 293.3 57.93 294.19 58.46 296.5 58.48 297.08 58.99 296.31 60.32 295.07 61.8 296.43 62.44 297.29 63.18 297.88 65.03 299.06 65.63 300.22 67.48 300.55 68.71 302.12 69.06 302.94 70.05 302.63 70.94 301.54 72.03 302.26 73.05 300.45 73.9 299.71 73.72 298.65 73.93 297.81 73.78 296.7 74.23 295.24 73.93 294.24 74.26 293.94 75.05 292.99 74.63 292.1 74.82 291.34 75.63 290.96 75.12 292.03 74.24 293.1 72.87 294.92 72.88 295.57 71.97 Z,M 288.44 58.39 288.15 57.55 289.45 56.8 289.44 57.74 288.44 58.39 Z
Greece,GRC,Europe,Southern Europe,Europe & Central Asia,M 334.85 95.84 335.88 95.8 336.42 95.29 337.78 95.14 338.1 94.76 339.26 94.68 340.78 94.29 342.04 94.97 343.43 94.71 343.78 93.92 344.28 94.67 343.78 94.94 343.82 95.58 343.3 96.09 342.06 95.61 341.23 95.83 340.59 95.63 339.68 96.81 338.73 97.2 337.76 96.59 337.52 97.6 338.41 98.84 337.95 99.45 338.58 100.64 339.82 101.51 340.02 102.84 338.99 102.11 338.39 102.35 338.52 103.01 337.78 103.17 338.4 104.8 337.19 105.1 336.83 104.33 336.09 104.78 335.83 103.13 335.12 102.52 336.5 101.41 338.02 102.29 338.42 101.69 336.55 101.25 335.17 101.48 334.39 99.78 333.74 99.2 333.25 98.4 334.31 97.52 334.97 96.3 334.85 95.84 Z,M 343.76 108.11 343.63 108.72 341.13 108.96 340.57 108.38 339.21 108.27 339.19 107.84 339.97 107.64 340.47 108.03 341.1 107.86 342.36 108.15 342.94 108.53 343.76 108.11 Z,M 344.24 99.83 343.93 100.01 343.04 99.62 343.8 99.09 344.24 99.83 Z
Austria,AUT,Europe,Western Europe,Europe & Central Asia,M 328.17 78.65 328.0 79.18 328.51 79.98 327.31 81.43 327.33 82.14 326.76 82.51 325.71 83.06 325.04 82.98 324.11 83.49 322.78 83.27 320.62 82.89 320.13 82.22 318.81 82.23 318.28 82.72 317.38 82.51 316.81 82.54 315.93 82.08 315.83 81.62 315.87 81.02 316.54 81.04 317.13 81.54 317.64 80.96 318.43 81.34 319.32 80.9 321.19 80.73 321.6 80.33 321.19 79.72 322.8 78.83 322.97 78.29 323.4 78.68 324.43 78.68 324.91 77.75 326.65 78.31 327.32 78.23 328.17 78.65 Z
Italy,ITA,Europe,Southern Europe,Europe & Central Asia,M 311.67 84.59 313.02 84.61 314.01 83.86 314.97 84.34 315.34 83.91 316.85 83.5 317.38 82.51 318.28 82.72 318.81 82.23 320.13 82.22 320.62 82.89 322.78 83.27 322.22 83.78 322.8 85.32 321.83 84.93 320.76 85.63 320.37 87.19 320.56 88.3 321.13 88.89 322.64 89.89 323.4 91.96 324.51 93.1 325.14 93.43 326.65 93.41 326.64 94.56 328.36 95.32 329.94 96.28 330.79 97.47 330.56 98.13 329.94 97.75 329.67 97.08 328.34 96.57 327.61 97.53 327.46 98.41 328.53 99.04 328.47 100.1 327.5 100.55 327.55 101.2 326.75 102.27 326.04 102.23 326.02 101.62 326.97 100.16 325.95 97.56 325.62 97.74 324.79 97.19 324.53 96.22 323.36 95.87 322.81 94.95 321.69 95.0 319.66 93.21 319.38 92.67 317.46 91.2 317.53 90.75 316.8 88.82 315.35 88.07 314.57 87.9 313.23 89.18 312.47 89.32 312.79 88.67 311.69 88.32 311.37 87.74 311.67 87.22 310.98 86.41 311.74 86.15 311.31 84.81 311.67 84.59 Z,M 325.82 101.48 325.28 102.71 325.12 103.66 325.49 104.31 325.06 105.13 324.09 104.83 323.74 104.27 323.1 104.15 320.66 102.61 322.13 101.67 322.93 102.21 323.73 102.12 325.82 101.48 Z,M 316.28 96.49 315.89 99.63 315.09 99.47 314.37 100.18 313.92 99.43 314.22 98.05 314.07 97.03 313.52 96.11 314.57 95.7 315.35 94.92 315.87 95.24 316.28 96.49 Z
Switzerland,CHE,Europe,Western Europe,Europe & Central Asia,M 317.38 82.51 316.85 83.5 315.34 83.91 314.97 84.34 314.01 83.86 313.02 84.61 311.67 84.59 311.24 83.47 310.08 83.38 311.71 81.45 312.61 80.91 313.45 80.95 314.23 80.43 315.87 81.02 315.83 81.62 315.93 82.08 316.81 82.54 317.38 82.51 Z
Netherlands,NLD,Europe,Western Europe,Europe & Central Asia,M 311.96 68.36 311.72 70.31 311.17 71.35 309.86 71.55 310.3 72.21 309.97 73.89 309.71 73.03 308.67 72.77 307.87 72.26 307.08 72.52 306.89 71.11 307.49 70.38 307.89 68.98 308.94 68.69 309.94 68.01 311.19 67.88 311.96 68.36 Z,M 305.57 72.51 307.02 72.52 306.53 72.88 305.57 72.51 Z
Serbia,SRB,Europe,Southern Europe,Europe & Central Asia,M 333.65 84.18 334.44 85.01 334.51 85.55 335.73 86.32 335.53 86.94 336.0 87.33 337.11 87.34 337.72 88.35 337.16 89.28 337.44 90.02 338.13 90.88 337.42 91.36 337.15 92.59 335.85 92.74 336.14 91.78 335.54 91.64 334.64 90.69 333.82 91.45 332.62 90.7 331.91 89.89 332.62 88.78 331.88 88.22 331.61 86.94 331.86 86.01 331.44 85.27 331.42 84.57 332.5 84.06 333.65 84.18 Z
Croatia,HRV,Europe,Southern Europe,Europe & Central Asia,M 327.46 83.31 327.99 83.58 328.84 84.52 330.61 84.99 331.42 84.57 331.44 85.27 331.86 86.01 331.61 86.94 330.95 86.42 329.65 86.5 328.15 86.02 326.23 86.28 326.13 87.11 326.79 87.7 326.96 88.39 328.4 89.93 329.23 91.2 328.06 90.17 327.32 89.85 326.76 90.01 325.18 88.42 325.45 88.07 324.77 87.33 324.65 86.39 323.82 85.85 323.23 87.02 322.68 86.48 322.59 85.56 323.09 85.7 324.39 85.46 325.46 85.64 325.35 85.06 326.04 84.8 326.04 83.94 327.46 83.31 Z,M 330.65 92.05 330.75 92.37 329.35 91.31 330.65 92.05 Z
Slovenia,SVN,Europe,Southern Europe,Europe & Central Asia,M 322.59 85.56 322.8 85.32 322.22 83.78 322.78 83.27 324.11 83.49 325.04 82.98 325.71 83.06 326.76 82.51 327.46 83.31 326.04 83.94 326.04 84.8 325.35 85.06 325.46 85.64 324.39 85.46 323.09 85.7 322.59 85.56 Z
Bulgaria,BGR,Europe,Eastern Europe,Europe & Central Asia,M 343.78 93.92 343.43 94.71 342.04 94.97 340.78 94.29 339.26 94.68 338.1 94.76 338.25 93.92 337.98 93.26 337.15 92.59 337.42 91.36 338.13 90.88 337.44 90.02 337.16 89.28 337.72 88.35 338.1 89.22 338.78 89.11 340.16 89.4 340.73 89.3 342.16 89.62 342.86 89.45 343.48 88.83 344.93 88.46 345.53 88.82 346.44 88.93 347.51 89.43 347.31 90.23 346.7 90.27 346.37 91.71 345.74 92.06 346.58 93.35 345.77 93.49 345.34 93.09 344.26 93.36 343.78 93.92 Z
Montenegro,MNE,Europe,Southern Europe,Europe & Central Asia,M 330.75 92.37 330.65 92.05 330.68 91.09 331.44 89.95 331.91 89.89 332.62 90.7 333.82 91.45 333.36 92.08 332.59 91.99 332.04 92.89 332.19 93.62 330.75 92.37 Z
Bosnia and Herz.,BIH,Europe,Southern Europe,Europe & Central Asia,M 329.35 91.31 329.23 91.2 328.4 89.93 326.96 88.39 326.79 87.7 326.13 87.11 326.23 86.28 328.15 86.02 329.65 86.5 330.95 86.42 331.61 86.94 331.88 88.22 332.62 88.78 331.91 89.89 331.44 89.95 330.68 91.09 330.65 92.05 329.35 91.31 Z
Portugal,PR1,Europe,Southern Europe,Europe & Central Asia,M 287.67 103.94 287.05 104.32 285.66 104.1 285.37 103.29 285.41 101.74 285.19 101.02 284.22 100.59 284.45 99.12 284.89 98.65 285.26 97.45 285.61 95.52 285.24 93.87 285.45 93.36 286.33 92.95 286.62 93.7 288.12 93.32 288.93 93.44 289.1 94.01 289.68 94.24 288.67 95.39 288.56 97.7 287.84 98.92 288.08 99.69 287.77 101.17 288.32 102.11 287.92 102.27 287.48 103.11 287.67 103.94 Z
Moldova,MDA,Europe,Eastern Europe,Europe & Central Asia,M 344.25 79.41 346.14 78.99 346.88 79.52 348.42 80.04 348.41 81.02 349.14 81.49 349.14 82.33 349.8 82.82 349.42 83.41 348.55 83.63 348.1 84.44 346.88 85.62 346.69 84.42 346.96 83.47 346.61 82.17 345.34 80.62 344.97 79.72 344.25 79.41 Z
Iceland,ISL,Europe,Northern Europe,Europe & Central Asia,M 275.79 39.24 274.94 39.98 275.36 40.5 277.37 41.17 277.51 42.18 275.88 43.54 275.07 43.94 273.41 44.2 271.91 44.95 270.31 45.11 270.13 45.58 268.86 45.86 266.44 45.53 264.81 44.8 262.87 44.83 263.49 43.86 262.3 42.29 263.09 41.35 261.89 41.03 259.77 41.19 260.44 39.93 262.01 39.05 264.56 40.12 264.47 41.23 266.31 40.66 266.0 40.02 268.92 39.71 271.04 40.1 272.59 39.67 273.36 38.9 274.36 39.71 275.79 39.24 Z
